1579780260196,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1579780260387,SmartMirror-Facerecognition,FACE_DET_FPS,0
1579780260708,smartmirror-ai-art-mirror,AI_ART_FPS,10
1579780260885,smartmirror-speechrecognition,TRANSCRIPT_EN,""""""
1579780260897,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1579780261382,SmartMirror-Facerecognition,FACE_DET_FPS,0
1579780261532,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1579780261809,smartmirror-ai-art-mirror,AI_ART_FPS,10
1579780261894,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1579780262253,SmartMirror-Center-Display,CENTER_DISPLAY_FPS,9.97
1579780262382,SmartMirror-Facerecognition,FACE_DET_FPS,0
1579780262866,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1579780262895,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1579780262910,smartmirror-ai-art-mirror,AI_ART_FPS,10
1579780263383,SmartMirror-Facerecognition,FACE_DET_FPS,0
1579780263896,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1579780264037,smartmirror-ai-art-mirror,AI_ART_FPS,9.76
1579780264219,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1579780264385,SmartMirror-Facerecognition,FACE_DET_FPS,0
1579780264897,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1579780265139,smartmirror-ai-art-mirror,AI_ART_FPS,10
1579780265380,SmartMirror-Center-Display,CENTER_DISPLAY_FPS,9.92
1579780265385,SmartMirror-Facerecognition,FACE_DET_FPS,0
1579780265535,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1579780265899,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1579780266240,smartmirror-ai-art-mirror,AI_ART_FPS,10
1579780266386,SmartMirror-Facerecognition,FACE_DET_FPS,0
1579780266870,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1579780266900,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1579780267341,smartmirror-ai-art-mirror,AI_ART_FPS,10
1579780267388,SmartMirror-Facerecognition,FACE_DET_FPS,0
