1580390700378,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390700399,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390700784,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390700787,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390701500,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390701538,SmartMirror-Center-Display,CENTER_DISPLAY_FPS,9.99
1580390701712,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390701785,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390701788,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390702602,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390702785,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390702789,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390703046,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390703703,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390703786,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390703791,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390704381,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390704676,SmartMirror-Center-Display,CENTER_DISPLAY_FPS,9.88
1580390704787,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390704791,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390704847,smartmirror-ai-art-mirror,AI_ART_FPS,9.69
1580390705716,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390705788,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390705792,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390705941,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390706789,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390706793,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390707041,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390707050,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390707778,SmartMirror-Center-Display,CENTER_DISPLAY_FPS,9.99
1580390707791,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390707795,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390708143,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390708384,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390708791,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390708796,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390709244,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390709719,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390709795,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390709797,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390710345,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390710793,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390710798,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390710882,SmartMirror-Center-Display,CENTER_DISPLAY_FPS,9.99
1580390711054,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390711446,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390711794,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390711799,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390712389,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390712547,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390712794,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390712800,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390713649,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390713723,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390713796,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390713800,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390713987,SmartMirror-Center-Display,CENTER_DISPLAY_FPS,9.99
1580390714749,smartmirror-ai-art-mirror,AI_ART_FPS,10
1580390714797,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390714802,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390715057,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390715798,SmartMirror-Facerecognition,FACE_DET_FPS,0
1580390715803,SmartMirror-Gesture-Recognition,GESTURE_DET_FPS,0
1580390715871,smartmirror-ai-art-mirror,AI_ART_FPS,9.82
1580390716392,SmartMirror-Object-Detection,OBJECT_DET_FPS,3
1580390716799,SmartMirror-Facerecognition,FACE_DET_FPS,0
